Ciudad,Fecha,Temperatura
Manizales,01/10/2023,17.6
Manizales,08/10/2023,12.7
Manizales,15/10/2023,18.7
Manizales,22/10/2023,23.5
Manizales,01/11/2023,14.1
Manizales,08/11/2023,20.3
Manizales,15/11/2023,14.4
Manizales,22/11/2023,18.4
Manizales,01/12/2023,13.2
Manizales,08/12/2023,17.4
Manizales,15/12/2023,21.1
Manizales,22/12/2023,16.2
Manizales,01/01/2024,20.0
Manizales,08/01/2024,21.5
Manizales,15/01/2024,23.1
Manizales,22/01/2024,14.8
Manizales,01/02/2024,16.8
Manizales,08/02/2024,13.8
Manizales,15/02/2024,23.9
Manizales,22/02/2024,23.1
Manizales,01/03/2024,18.5
Manizales,08/03/2024,22.1
Manizales,15/03/2024,18.3
Manizales,22/03/2024,19.5
Manizales,01/04/2024,13.1
Manizales,08/04/2024,21.1
Manizales,15/04/2024,13.5
Manizales,22/04/2024,21.9
Manizales,01/05/2024,21.4
Manizales,08/05/2024,20.5
Manizales,15/05/2024,12.4
Manizales,22/05/2024,15.6
Manizales,01/06/2024,15.2
Manizales,08/06/2024,16.3
Manizales,15/06/2024,13.1
Manizales,22/06/2024,23.2
Manizales,01/07/2024,18.6
Manizales,08/07/2024,15.7
Manizales,15/07/2024,16.8
Manizales,22/07/2024,17.4
Manizales,01/08/2024,19.2
Manizales,08/08/2024,18.2
Manizales,15/08/2024,23.0
Manizales,22/08/2024,18.0
Manizales,01/09/2024,23.9
Manizales,08/09/2024,22.2
Manizales,15/09/2024,14.5
Manizales,22/09/2024,23.2
Manizales,01/10/2024,13.4
Manizales,08/10/2024,21.8
Manizales,15/10/2024,16.6
Manizales,22/10/2024,22.5
Manizales,01/11/2024,22.4
Manizales,08/11/2024,21.7
Manizales,15/11/2024,21.5
Manizales,22/11/2024,15.7
Manizales,01/12/2024,13.0
Manizales,08/12/2024,16.8
Manizales,15/12/2024,14.1
Manizales,22/12/2024,20.3
Manizales,01/01/2025,16.2
Manizales,08/01/2025,23.7
Manizales,15/01/2025,19.7
Manizales,22/01/2025,21.9
Manizales,01/02/2025,13.6
Manizales,08/02/2025,22.3
Manizales,15/02/2025,23.1
Manizales,22/02/2025,17.8
Manizales,01/03/2025,19.3
Manizales,08/03/2025,21.2
Manizales,15/03/2025,14.1
Manizales,22/03/2025,18.0
Manizales,01/04/2025,16.8
Manizales,08/04/2025,13.8
Manizales,15/04/2025,16.4
Manizales,22/04/2025,12.8
Manizales,01/05/2025,12.3
Manizales,08/05/2025,13.6
Manizales,15/05/2025,23.6
Manizales,22/05/2025,18.6
Manizales,01/06/2025,23.6
Manizales,08/06/2025,17.2
Manizales,15/06/2025,15.7
Manizales,22/06/2025,18.1
Manizales,01/07/2025,17.3
Manizales,08/07/2025,13.3
Manizales,15/07/2025,19.7
Manizales,22/07/2025,14.6
Manizales,01/08/2025,19.4
Manizales,08/08/2025,19.8
Manizales,15/08/2025,13.8
Manizales,22/08/2025,12.7
Manizales,01/09/2025,21.4
Manizales,08/09/2025,17.5
Manizales,15/09/2025,12.7
Manizales,22/09/2025,23.9
Manizales,01/10/2025,12.7
Manizales,08/10/2025,20.3
Manizales,15/10/2025,23.8
Manizales,22/10/2025,14.9
Manizales,01/11/2025,13.7
Manizales,08/11/2025,13.5
Manizales,15/11/2025,15.6
Manizales,22/11/2025,13.2
Manizales,01/12/2025,20.3
Manizales,08/12/2025,12.7
Manizales,15/12/2025,18.1
Manizales,22/12/2025,24.0
Medellín,01/01/2020,27.8
Medellín,08/01/2020,25.4
Medellín,15/01/2020,21.7
Medellín,22/01/2020,25.5
Medellín,01/02/2020,24.3
Medellín,08/02/2020,23.1
Medellín,15/02/2020,19.6
Medellín,22/02/2020,28.6
Medellín,01/03/2020,23.4
Medellín,08/03/2020,20.3
Medellín,15/03/2020,22.4
Medellín,22/03/2020,23.0
Medellín,01/04/2020,27.9
Medellín,08/04/2020,26.8
Medellín,15/04/2020,27.2
Medellín,22/04/2020,18.1
Medellín,01/05/2020,23.0
Medellín,08/05/2020,23.8
Medellín,15/05/2020,18.2
Medellín,22/05/2020,21.1
Medellín,01/06/2020,27.1
Medellín,08/06/2020,19.6
Medellín,15/06/2020,24.4
Medellín,22/06/2020,20.6
Medellín,01/07/2020,18.1
Medellín,08/07/2020,20.9
Medellín,15/07/2020,29.7
Medellín,22/07/2020,27.6
Medellín,01/08/2020,29.5
Medellín,08/08/2020,23.9
Medellín,15/08/2020,19.3
Medellín,22/08/2020,24.6
Medellín,01/09/2020,23.5
Medellín,08/09/2020,28.1
Medellín,15/09/2020,19.2
Medellín,22/09/2020,23.9
Medellín,01/10/2020,19.8
Medellín,08/10/2020,21.9
Medellín,15/10/2020,26.8
Medellín,22/10/2020,23.7
Medellín,01/11/2020,22.5
Medellín,08/11/2020,22.7
Medellín,15/11/2020,23.5
Medellín,22/11/2020,27.4
Medellín,01/12/2020,28.7
Medellín,08/12/2020,29.5
Medellín,15/12/2020,27.4
Medellín,22/12/2020,21.8
Medellín,01/01/2021,26.3
Medellín,08/01/2021,23.3
Medellín,15/01/2021,21.1
Medellín,22/01/2021,28.1
Medellín,01/02/2021,18.5
Medellín,08/02/2021,28.8
Medellín,15/02/2021,23.5
Medellín,22/02/2021,25.6
Medellín,01/03/2021,25.9
Medellín,08/03/2021,28.7
Medellín,15/03/2021,25.6
Medellín,22/03/2021,25.4
Medellín,01/04/2021,18.8
Medellín,08/04/2021,24.2
Medellín,15/04/2021,19.8
Medellín,22/04/2021,26.8
Medellín,01/05/2021,24.1
Medellín,08/05/2021,26.2
Medellín,15/05/2021,18.5
Medellín,22/05/2021,19.0
Medellín,01/06/2021,26.6
Medellín,08/06/2021,18.9
Medellín,15/06/2021,18.9
Medellín,22/06/2021,18.1
Medellín,01/07/2021,29.5
Medellín,08/07/2021,26.9
Medellín,15/07/2021,22.2
Medellín,22/07/2021,21.6
Medellín,01/08/2021,22.2
Medellín,08/08/2021,27.3
Medellín,15/08/2021,25.9
Medellín,22/08/2021,20.2
Medellín,01/09/2021,20.1
Medellín,08/09/2021,19.2
Medellín,15/09/2021,25.9
Medellín,22/09/2021,27.2
Medellín,01/10/2021,21.2
Medellín,08/10/2021,18.3
Medellín,15/10/2021,19.0
Medellín,22/10/2021,29.6
Medellín,01/11/2021,21.5
Medellín,08/11/2021,27.2
Medellín,15/11/2021,25.5
Medellín,22/11/2021,22.6
Medellín,01/12/2021,20.5
Medellín,08/12/2021,19.5
Medellín,15/12/2021,25.4
Medellín,22/12/2021,27.3
Medellín,01/01/2022,25.7
Medellín,08/01/2022,24.4
Medellín,15/01/2022,18.5
Medellín,22/01/2022,29.6
Medellín,01/02/2022,27.6
Medellín,08/02/2022,21.5
Medellín,15/02/2022,29.8
Medellín,22/02/2022,25.2
Medellín,01/03/2022,25.0
Medellín,08/03/2022,27.0
Medellín,15/03/2022,27.7
Medellín,22/03/2022,25.9
Medellín,01/04/2022,19.5
Medellín,08/04/2022,22.1
Medellín,15/04/2022,29.1
Medellín,22/04/2022,20.7
Medellín,01/05/2022,22.5
Medellín,08/05/2022,23.2
Medellín,15/05/2022,23.3
Medellín,22/05/2022,25.4
Medellín,01/06/2022,29.3
Medellín,08/06/2022,20.9
Medellín,15/06/2022,19.5
Medellín,22/06/2022,20.4
Medellín,01/07/2022,28.6
Medellín,08/07/2022,25.7
Medellín,15/07/2022,21.4
Medellín,22/07/2022,27.8
Medellín,01/08/2022,28.3
Medellín,08/08/2022,28.2
Medellín,15/08/2022,29.0
Medellín,22/08/2022,21.0
Medellín,01/09/2022,27.1
Medellín,08/09/2022,23.5
Medellín,15/09/2022,28.1
Medellín,22/09/2022,26.7
Medellín,01/10/2022,27.3
Medellín,08/10/2022,25.9
Medellín,15/10/2022,20.1
Medellín,22/10/2022,24.5
Medellín,01/11/2022,29.8
Medellín,08/11/2022,29.2
Medellín,15/11/2022,18.5
Medellín,22/11/2022,20.0
Medellín,01/12/2022,19.6
Medellín,08/12/2022,26.7
Medellín,15/12/2022,27.8
Medellín,22/12/2022,20.6
Medellín,01/01/2023,24.1
Medellín,08/01/2023,28.1
Medellín,15/01/2023,26.8
Medellín,22/01/2023,24.5
Medellín,01/02/2023,25.1
Medellín,08/02/2023,24.1
Medellín,15/02/2023,21.6
Medellín,22/02/2023,24.8
Medellín,01/03/2023,26.3
Medellín,08/03/2023,28.5
Medellín,15/03/2023,25.6
Medellín,22/03/2023,27.1
Medellín,01/04/2023,19.9
Medellín,08/04/2023,23.5
Medellín,15/04/2023,18.1
Medellín,22/04/2023,21.0
Medellín,01/05/2023,26.7
Medellín,08/05/2023,29.9
Medellín,15/05/2023,19.2
Medellín,22/05/2023,22.8
Medellín,01/06/2023,27.6
Medellín,08/06/2023,20.4
Medellín,15/06/2023,24.7
Medellín,22/06/2023,26.8
Medellín,01/07/2023,25.4
Medellín,08/07/2023,20.3
Medellín,15/07/2023,22.3
Medellín,22/07/2023,27.4
Medellín,01/08/2023,24.7
Medellín,08/08/2023,18.1
Medellín,15/08/2023,27.1
Medellín,22/08/2023,18.4
Medellín,01/09/2023,26.9
Medellín,08/09/2023,20.4
Medellín,15/09/2023,29.5
Medellín,22/09/2023,22.4
Medellín,01/10/2023,21.9
Medellín,08/10/2023,19.8
Medellín,15/10/2023,21.7
Medellín,22/10/2023,28.5
Medellín,01/11/2023,30.0
Medellín,08/11/2023,22.4
Medellín,15/11/2023,23.4
Medellín,22/11/2023,26.7
Medellín,01/12/2023,28.6
Medellín,08/12/2023,25.1
Medellín,15/12/2023,22.7
Medellín,22/12/2023,23.0
Medellín,01/01/2024,26.3
Medellín,08/01/2024,18.0
Medellín,15/01/2024,25.4
Medellín,22/01/2024,22.3
Medellín,01/02/2024,27.5
Medellín,08/02/2024,19.1
Medellín,15/02/2024,25.1
Medellín,22/02/2024,23.8
Medellín,01/03/2024,25.7
Medellín,08/03/2024,18.8
Medellín,15/03/2024,25.0
Medellín,22/03/2024,24.7
Medellín,01/04/2024,24.7
Medellín,08/04/2024,25.2
Medellín,15/04/2024,26.1
Medellín,22/04/2024,27.7
Medellín,01/05/2024,21.2
Medellín,08/05/2024,27.9
Medellín,15/05/2024,24.0
Medellín,22/05/2024,18.9
Medellín,01/06/2024,18.7
Medellín,08/06/2024,22.0
Medellín,15/06/2024,27.4
Medellín,22/06/2024,26.5
Medellín,01/07/2024,27.5
Medellín,08/07/2024,24.2
Medellín,15/07/2024,23.3
Medellín,22/07/2024,19.8
Medellín,01/08/2024,21.9
Medellín,08/08/2024,23.2
Medellín,15/08/2024,19.1
Medellín,22/08/2024,20.6
Medellín,01/09/2024,25.2
Medellín,08/09/2024,26.8
Medellín,15/09/2024,30.0
Medellín,22/09/2024,29.2
Medellín,01/10/2024,25.7
Medellín,08/10/2024,23.1
Medellín,15/10/2024,25.6
Medellín,22/10/2024,27.4
Medellín,01/11/2024,19.4
Medellín,08/11/2024,22.9
Medellín,15/11/2024,28.1
Medellín,22/11/2024,22.6
Medellín,01/12/2024,24.9
Medellín,08/12/2024,25.1
Medellín,15/12/2024,20.2
Medellín,22/12/2024,22.3
Medellín,01/01/2025,22.0
Medellín,08/01/2025,18.3
Medellín,15/01/2025,18.3
Medellín,22/01/2025,28.0
Medellín,01/02/2025,21.3
Medellín,08/02/2025,24.2
Medellín,15/02/2025,21.6
Medellín,22/02/2025,29.3
Medellín,01/03/2025,21.1
Medellín,08/03/2025,23.2
Medellín,15/03/2025,28.5
Medellín,22/03/2025,28.1
Medellín,01/04/2025,20.2
Medellín,08/04/2025,27.6
Medellín,15/04/2025,23.5
Medellín,22/04/2025,23.8
Medellín,01/05/2025,19.6
Medellín,08/05/2025,19.0
Medellín,15/05/2025,26.7
Medellín,22/05/2025,24.0
Medellín,01/06/2025,23.2
Medellín,08/06/2025,26.8
Medellín,15/06/2025,27.2
Medellín,22/06/2025,19.9
Medellín,01/07/2025,25.3
Medellín,08/07/2025,19.6
Medellín,15/07/2025,27.0
Medellín,22/07/2025,25.9
Medellín,01/08/2025,29.5
Medellín,08/08/2025,18.8
Medellín,15/08/2025,18.7
Medellín,22/08/2025,21.4
Medellín,01/09/2025,21.1
Medellín,08/09/2025,21.0
Medellín,15/09/2025,28.9
Medellín,22/09/2025,21.0
Medellín,01/10/2025,21.3
Medellín,08/10/2025,27.1
Medellín,15/10/2025,23.4
Medellín,22/10/2025,27.3
Medellín,01/11/2025,18.8
Medellín,08/11/2025,23.9
Medellín,15/11/2025,18.4
Medellín,22/11/2025,18.8
Medellín,01/12/2025,28.9
Medellín,08/12/2025,19.7
Medellín,15/12/2025,24.4
Medellín,22/12/2025,22.9
Pasto,01/01/2020,12.9
Pasto,08/01/2020,20.6
Pasto,15/01/2020,8.3
Pasto,22/01/2020,17.3
Pasto,01/02/2020,21.5
Pasto,08/02/2020,15.8
Pasto,15/02/2020,21.1
Pasto,22/02/2020,8.7
Pasto,01/03/2020,13.9
Pasto,08/03/2020,11.6
Pasto,15/03/2020,18.2
Pasto,22/03/2020,21.7
Pasto,01/04/2020,11.6
Pasto,08/04/2020,17.2
Pasto,15/04/2020,10.8
Pasto,22/04/2020,15.9
Pasto,01/05/2020,14.5
Pasto,08/05/2020,21.6
Pasto,15/05/2020,16.5
Pasto,22/05/2020,12.9
Pasto,01/06/2020,9.6
Pasto,08/06/2020,10.1
Pasto,15/06/2020,11.2
Pasto,22/06/2020,11.5
Pasto,01/07/2020,19.9
Pasto,08/07/2020,15.9
Pasto,15/07/2020,15.3
Pasto,22/07/2020,9.6
Pasto,01/08/2020,20.0
Pasto,08/08/2020,18.1
Pasto,15/08/2020,8.9
Pasto,22/08/2020,17.9
Pasto,01/09/2020,15.6
Pasto,08/09/2020,9.1
Pasto,15/09/2020,14.4
Pasto,22/09/2020,14.8
Pasto,01/10/2020,10.3
Pasto,08/10/2020,21.2
Pasto,15/10/2020,19.9
Pasto,22/10/2020,17.4
Pasto,01/11/2020,14.5
Pasto,08/11/2020,13.8
Pasto,15/11/2020,17.1
Pasto,22/11/2020,15.6
Pasto,01/12/2020,8.9
Pasto,08/12/2020,15.2
Pasto,15/12/2020,19.3
Pasto,22/12/2020,14.4
Pasto,01/01/2021,8.7
Pasto,08/01/2021,19.0
Pasto,15/01/2021,10.8
Pasto,22/01/2021,11.6
Pasto,01/02/2021,10.3
Pasto,08/02/2021,12.6
Pasto,15/02/2021,18.6
Pasto,22/02/2021,15.3
Pasto,01/03/2021,10.9
Pasto,08/03/2021,20.3
Pasto,15/03/2021,20.3
Pasto,22/03/2021,20.2
Pasto,01/04/2021,11.3
Pasto,08/04/2021,14.3
Pasto,15/04/2021,21.8
Pasto,22/04/2021,18.8
Pasto,01/05/2021,8.4
Pasto,08/05/2021,8.9
Pasto,15/05/2021,14.5
Pasto,22/05/2021,20.7
Pasto,01/06/2021,15.5
Pasto,08/06/2021,15.0
Pasto,15/06/2021,9.5
Pasto,22/06/2021,17.2
Pasto,01/07/2021,19.5
Pasto,08/07/2021,13.3
Pasto,15/07/2021,18.9
Pasto,22/07/2021,21.5
Pasto,01/08/2021,10.9
Pasto,08/08/2021,15.3
Pasto,15/08/2021,12.0
Pasto,22/08/2021,19.1
Pasto,01/09/2021,16.1
Pasto,08/09/2021,16.9
Pasto,15/09/2021,19.2
Pasto,22/09/2021,13.5
Pasto,01/10/2021,20.8
Pasto,08/10/2021,15.5
Pasto,15/10/2021,10.2
Pasto,22/10/2021,17.7
Pasto,01/11/2021,19.1
Pasto,08/11/2021,12.4
Pasto,15/11/2021,20.0
Pasto,22/11/2021,20.7
Pasto,01/12/2021,11.9
Pasto,08/12/2021,21.8
Pasto,15/12/2021,10.0
Pasto,22/12/2021,10.8
Pasto,01/01/2022,10.6
Pasto,08/01/2022,20.5
Pasto,15/01/2022,17.2
Pasto,22/01/2022,10.1
Pasto,01/02/2022,14.2
Pasto,08/02/2022,16.6
Pasto,15/02/2022,9.2
Pasto,22/02/2022,20.4
Pasto,01/03/2022,19.3
Pasto,08/03/2022,15.1
Pasto,15/03/2022,21.5
Pasto,22/03/2022,13.8
Pasto,01/04/2022,21.8
Pasto,08/04/2022,17.4
Pasto,15/04/2022,16.9
Pasto,22/04/2022,10.3
Pasto,01/05/2022,20.3
Pasto,08/05/2022,14.0
Pasto,15/05/2022,10.3
Pasto,22/05/2022,8.2
Pasto,01/06/2022,15.8
Pasto,08/06/2022,15.4
Pasto,15/06/2022,18.1
Pasto,22/06/2022,20.5
Pasto,01/07/2022,9.1
Pasto,08/07/2022,18.2
Pasto,15/07/2022,10.6
Pasto,22/07/2022,20.0
Pasto,01/08/2022,19.5
Pasto,08/08/2022,15.6
Pasto,15/08/2022,17.9
Pasto,22/08/2022,12.4
Pasto,01/09/2022,14.6
Pasto,08/09/2022,19.5
Pasto,15/09/2022,14.4
Pasto,22/09/2022,13.0
Pasto,01/10/2022,14.9
Pasto,08/10/2022,19.6
Pasto,15/10/2022,12.7
Pasto,22/10/2022,10.4
Pasto,01/11/2022,18.0
Pasto,08/11/2022,19.6
Pasto,15/11/2022,9.4
Pasto,22/11/2022,11.4
Pasto,01/12/2022,10.0
Pasto,08/12/2022,12.9
Pasto,15/12/2022,14.3
Pasto,22/12/2022,18.5
Pasto,01/01/2023,17.1
Pasto,08/01/2023,16.7
Pasto,15/01/2023,12.9
Pasto,22/01/2023,19.8
Pasto,01/02/2023,14.6
Pasto,08/02/2023,21.7
Pasto,15/02/2023,16.9
Pasto,22/02/2023,9.8
Pasto,01/03/2023,17.5
Pasto,08/03/2023,12.6
Pasto,15/03/2023,17.6
Pasto,22/03/2023,9.0
Pasto,01/04/2023,10.4
Pasto,08/04/2023,20.0
Pasto,15/04/2023,11.2
Pasto,22/04/2023,19.7
Pasto,01/05/2023,11.9
Pasto,08/05/2023,17.0
Pasto,15/05/2023,17.7
Pasto,22/05/2023,15.2
Pasto,01/06/2023,12.3
Pasto,08/06/2023,11.0
Pasto,15/06/2023,8.5
Pasto,22/06/2023,12.3
Pasto,01/07/2023,17.1
Pasto,08/07/2023,21.1
Pasto,15/07/2023,20.2
Pasto,22/07/2023,18.7
Pasto,01/08/2023,19.0
Pasto,08/08/2023,17.3
Pasto,15/08/2023,11.6
Pasto,22/08/2023,20.7
Pasto,01/09/2023,17.4
Pasto,08/09/2023,15.8
Pasto,15/09/2023,9.6
Pasto,22/09/2023,14.3
Pasto,01/10/2023,14.4
Pasto,08/10/2023,20.1
Pasto,15/10/2023,15.7
Pasto,22/10/2023,13.3
Pasto,01/11/2023,21.7
Pasto,08/11/2023,9.6
Pasto,15/11/2023,13.9
Pasto,22/11/2023,8.6
Pasto,01/12/2023,18.4
Pasto,08/12/2023,20.9
Pasto,15/12/2023,11.9
Pasto,22/12/2023,20.0
Pasto,01/01/2024,12.1
Pasto,08/01/2024,20.8
Pasto,15/01/2024,18.6
Pasto,22/01/2024,19.3
Pasto,01/02/2024,8.3
Pasto,08/02/2024,21.5
Pasto,15/02/2024,18.2
Pasto,22/02/2024,12.3
Pasto,01/03/2024,19.6
Pasto,08/03/2024,11.9
Pasto,15/03/2024,20.2
Pasto,22/03/2024,9.6
Pasto,01/04/2024,17.9
Pasto,08/04/2024,15.6
Pasto,15/04/2024,9.4
Pasto,22/04/2024,11.4
Pasto,01/05/2024,8.2
Pasto,08/05/2024,14.6
Pasto,15/05/2024,12.2
Pasto,22/05/2024,16.4
Pasto,01/06/2024,12.2
Pasto,08/06/2024,12.2
Pasto,15/06/2024,18.4
Pasto,22/06/2024,8.7
Pasto,01/07/2024,20.6
Pasto,08/07/2024,19.9
Pasto,15/07/2024,17.3
Pasto,22/07/2024,16.3
Pasto,01/08/2024,20.5
Pasto,08/08/2024,10.6
Pasto,15/08/2024,9.1
Pasto,22/08/2024,11.4
Pasto,01/09/2024,19.1
Pasto,08/09/2024,8.5
Pasto,15/09/2024,16.2
Pasto,22/09/2024,21.9
Pasto,01/10/2024,20.0
Pasto,08/10/2024,15.3
Pasto,15/10/2024,8.9
Pasto,22/10/2024,19.6
Pasto,01/11/2024,16.4
Pasto,08/11/2024,9.6
Pasto,15/11/2024,9.3
Pasto,22/11/2024,20.7
Pasto,01/12/2024,17.4
Pasto,08/12/2024,19.6
Pasto,15/12/2024,20.3
Pasto,22/12/2024,16.0
Pasto,01/01/2025,15.2
Pasto,08/01/2025,14.0
Pasto,15/01/2025,12.4
Pasto,22/01/2025,14.1
Pasto,01/02/2025,18.8
Pasto,08/02/2025,16.4
Pasto,15/02/2025,20.5
Pasto,22/02/2025,14.2
Pasto,01/03/2025,16.5
Pasto,08/03/2025,16.8
Pasto,15/03/2025,16.3
Pasto,22/03/2025,17.8
Pasto,01/04/2025,11.3
Pasto,08/04/2025,15.2
Pasto,15/04/2025,9.5
Pasto,22/04/2025,13.4
Pasto,01/05/2025,14.8
Pasto,08/05/2025,17.1
Pasto,15/05/2025,21.3
Pasto,22/05/2025,16.4
Pasto,01/06/2025,18.4
Pasto,08/06/2025,15.1
Pasto,15/06/2025,16.9
Pasto,22/06/2025,9.0
Pasto,01/07/2025,11.6
Pasto,08/07/2025,13.1
Pasto,15/07/2025,14.6
Pasto,22/07/2025,8.6
Pasto,01/08/2025,10.0
Pasto,08/08/2025,11.9
Pasto,15/08/2025,21.6
Pasto,22/08/2025,12.6
Pasto,01/09/2025,14.7
Pasto,08/09/2025,10.7
Pasto,15/09/2025,16.6
Pasto,22/09/2025,11.9
Pasto,01/10/2025,10.9
Pasto,08/10/2025,15.2
Pasto,15/10/2025,8.1
Pasto,22/10/2025,8.1
Pasto,01/11/2025,11.1
Pasto,08/11/2025,8.5
Pasto,15/11/2025,9.5
Pasto,22/11/2025,12.7
Pasto,01/12/2025,19.2
Pasto,08/12/2025,16.0
Pasto,15/12/2025,15.2
Pasto,22/12/2025,12.1
